text@dsa1974f	@dsa1974f	8.228	10.814	сначала это было удобней / по метру //
text@dsa1974f	@dsa1974f	12.622	27.983	ну я обычно говорю так / аа / ну это просто рубеж я к нему готова // это вообще не ложится никак / это не... это это совершенно невозможно положить на аа четкий ритм заданный ритм той же песни //
text@dsa1974f	@dsa1974f	28.952	39.238	поэтому да / но это где-то в де... в девяносто восьмом уж в девяносто девятом году / было так / сейчас этого все меньше и меньше ээ и ммм  //
text@dsa1974f	@dsa1974f	45.013	47.197	не там же / там б... / компиляция //
text@dsa1974f	@dsa1974f	47.334	48.394	конечно / конечно //
text@dsa1974f	@dsa1974f	56.957	61.802	не / ни ни в коем случае мне очень нравится быть девочкой я тащусь вообще от этого эт... это очень удобно //
text@dsa1974f	@dsa1974f	83.709	87.838	я просто влюбилась очень сильно аа в шестнадцатом году //
text@dsa1974f	@dsa1974f	89.483	99.903	ой / я я так влюбилась / просто извини смачно / мн... влюбилась что начались ээ ээм / да о чем говорить если у меня обложка обнаженная / выживут только влюбленные //
text@dsa1974f	@dsa1974f	104.511	114.828	мне это все очень нравилось конечно / это был / такой момент  / это был взрыв / ааа вот щас мы конечно / эхо минувшей войны //
text@dsa1974f	@dsa1974f	116.999	121.365	н... в процессе менялся / но как только я поменяла / уже все все узнали //
text@dsa1974f	@dsa1974f	122.404	122.738	да //
text@dsa1974f	@dsa1974f	125.029	126.257	слушай ну я те хочу сказать /
text@dsa1974f	@dsa1974f	127.888	133.395	да я вообще / да я / я я ж тебе говорю что я ребенок / я тебе говорю я ребенок / ты вот слушай что я тебе говорю //
text@dsa1974f	@dsa1974f	133.406	149.408	эмм у меня действительно какие-то такие детские абсолютно бывают реакции и / я могу вдруг заплакать вот как-то / меня можно так обидеть что / я могу не сдержаться вдруг / ну / при том что я действительно как-то все же  / ну умею себя вести / хотя вообще отпор могу дать //
text@dsa1974f	@dsa1974f	149.726	175.545	но / гхм / но что касается вот / проявлений вот этой женственности / то конечно она все годы во мне была / просто когда / аа / мы с Сургановой стали петь и плясать и танцевать // мы же получили такое полнейшее равнодушие как ушат просто / холодной воды / и / от коллег по цеху имеется в виду / я так / меня так это замкнуло / я просто и все / и все ворота закрылись //
text@dsa1974f	@dsa1974f	175.636	202.545	я перестала улыбаться / ну и так далее / ну в процессе времени я поняла что на самом деле все зави... было... все зависело от меня / что очень многие моменты наверное я спровоцировала сама // и когда вот например я куда-то прихожу мне говорят здравствуйте мы вас так рады видеть вот опять же те люди которые выходят со мной / на одну сцену / я думаю / о они ко мне хорошо относятся / здорово //  то есть как ты мир вокруг себя построишь / таким он и будет //
text@dsa1974f	@dsa1974f	205.908	215.193	конечно / а вся агрессия берется из нелюбви / вся агрессия любого человека / и мира в частности и мира в общем берется от недолюбленности //
text@dsa1974f	@dsa1974f	215.838	223.258	если говорить например про / тех же детей да вот когда я думаю кем бы я хотела чтобы они стали / я думаю да господи все равно //
text@dsa1974f	@dsa1974f	224.031	231.838	главное их / упаковать в такое количество вот этой самой любви / вот в этот кокон / чтобы ну просто защитить со всех сторон этим  //
text@dsa1974f	@dsa1974f	231.87	245.745	это им поможет / потому что я всегда вижу какое было детство у человека / я знаю всегда когда / ему как-то в жизни не повез... я знаю когда например у человека был не очень хороший отец / это всегда видно //
text@dsa1974f	@dsa1974f	246.156	251.215	всегда вылезает / это достаточно пообщаться минут пятнадцать двадцать и все будет понятно // 
text@dsa1974f	@dsa1974f	254.764	259.803	да конечно / у меня ж нормальные дети / думаешь они немые / или не любознательные ?
text@dsa1974f	@dsa1974f	262.705	265.137	не / ну когда мы общались то / сколько им было лет ?
text@dsa1974f	@dsa1974f	267.862	268.823	в четырнадцатом?
text@dsa1974f	@dsa1974f	272.254	273.784	а что рассказывать то?
text@dsa1974f	@dsa1974f	275.725	279.568	нет /  я / почему мы не живем с папой они задают мне вопрос  / я говорю потому что мы друг друга не любим //
text@dsa1974f	@dsa1974f	280.509	283.523	я не люблю папу а папа не любит меня / вот и все //
text@dsa1974f	@dsa1974f	284.785	285.333	нет пока //
text@dsa1974f	@dsa1974f	286.594	287.809	не пришло время //
text@dsa1974f	@dsa1974f	289.214	289.976	посмотрим //
text@dsa1974f	@dsa1974f	291.928	292.595	в смысле?
text@dsa1974f	@dsa1974f	293.809	295.023	нет это был живой папа //
text@dsa1974f	@dsa1974f	295.857	298.619	этим ограничимся / щас просто мы человека обидим //
text@dsa1974f	@dsa1974f	299.952	308.547	если / если моя / если моя мама смотрит программу твою / то значит и папа детей смотрит программы / вот он просто увидит это все //
text@dsa1974f	@dsa1974f	312.261	313.88	о это #нрзб#
text@dsa1974f	@dsa1974f	316.95	319.022	во-первых / нет / я тебе объясню //
text@dsa1974f	@dsa1974f	319.022	320.966	извини за некорректный вопрос / у тебя есть дети?
text@dsa1974f	@dsa1974f	321.614	334.41	послушай // когда / когда они у тебя появятся / я имею в виду появятся в самом зачаточном / состоянии / ты поймешь одну простую вещь / что ты очень хочешь оберегать то что поселилось в тебе // 
text@dsa1974f	@dsa1974f	334.512	349.974	я с таким / удивлением слежу за женщинами которые фотографируются беременными / которые фотографируются в разных стадиях своего вот этого своих этих девяти месяцев / которые делают из этого пиар и так далее / я думаю ты вообще нормальная?
text@dsa1974f	@dsa1974f	350.358	351.589	ты вообще что делаешь?
text@dsa1974f	@dsa1974f	352.435	363.282	это совершенно / ты носишь в себе другого человека / все что ты должна сделать это его максимально сохранить / ну / понятно выносить сохранить и уберечь / от мира //
text@dsa1974f	@dsa1974f	363.409	365.662	ни в коем случае никаких папарацци!
text@dsa1974f	@dsa1974f	366.1	373.123	ни в коем случае никакой / эээ / ээ / никакого пиара на этом / это отвратительно / это просто мерзко!
text@iys1984f	@iys1984f	0.71	7.39	почему / н... многие твои стихи написаны от мужского все-таки имени ?
text@iys1984f	@iys1984f	40.09	44.943	слушай ну твоя книжка спринтер / да из которого / собственно эти стихи ну она тринадцатого года ?
text@iys1984f	@iys1984f	46.37	48.518	там сборник из разных / все я поняла //
text@iys1984f	@iys1984f	48.518	57.112	ну это не то что ты вот ощущала в себе / вот это мужское начало / тогда / и тебе хотелось именно т... вот так вот говорить?
text@iys1984f	@iys1984f	60.125	65.408	я просто наблю... #смеется# это да // эээ в некоторых случаях//
text@iys1984f	@iys1984f	65.414	83.967	эээ я просто наблю... ну как наблюдаешь за артистом  / з... з.. за актрисой  / за артистом  / и понимаешь что с каждым годом все женственнее и женственнее  / оп платьишки вечерние декольте вдруг появилось еще че-то / и мне кажется что ты вот эту женщину в себе как раз взращивала / если можно мое / наблюдение со стороны //
text@iys1984f	@iys1984f	87.934	89.451	и хотелось быть красивенькой ?
text@iys1984f	@iys1984f	99.548	102.288	да / про это / тоже был вопрос //
text@iys1984f	@iys1984f	114.731	116.999	после этого поменялся номер телефона ?
text@iys1984f	@iys1984f	121.365	123.3	а что это было / чтоб не дозвонился ?
text@iys1984f	@iys1984f	126.239	129.058	а ты любишь как подросток я те / хочу сказать //
text@iys1984f	@iys1984f	202.453	205.727	а  ну то есть вся агрессия бралась от нелюбви просто / как //
text@iys1984f	@iys1984f	251.666	254.137	дети начали задавать вопрос про папу где он ?
text@iys1984f	@iys1984f	259.999	263.372	когда в последний раз мы с тобой общались / ты говоришь что они еще не задавали этого вопроса //
text@iys1984f	@iys1984f	265.352	267.176	сколько лет / по-моему четыре года назад //
text@iys1984f	@iys1984f	269.078	270.529	мм... получается да / в четырнадцатом //
text@iys1984f	@iys1984f	270.646	271.665	что ты им рассказываешь?
text@iys1984f	@iys1984f	274.136	276.509	я не знаю / что объясняют детям когда нет папы?
text@iys1984f	@iys1984f	283.595	284.619	они общаются с отцом?
text@iys1984f	@iys1984f	285.404	286.0	почему?
text@iys1984f	@iys1984f	288.38	289.095	ты не хочешь?
text@iys1984f	@iys1984f	290.047	291.071	это было ЭКО?
text@iys1984f	@iys1984f	292.69	293.261	дети //
text@iys1984f	@iys1984f	295.38	295.523	да?
text@iys1984f	@iys1984f	299.571	301.809	нет ну у каждого ЭКО есть живой папа //
text@iys1984f	@iys1984f	308.641	311.976	почему ты так избегала показывания того что ты беременна?
text@iys1984f	@iys1984f	313.165	317.071	ты просто сегодня так любишь рассказывать про своих детей / почему вот самое такое //
text@iys1984f	@iys1984f	320.979	321.398	нет//
text@iys1984f	@iys1984f	351.948	352.153	угу
words@dsa1974f	@dsa1974f	8.228	8.515	сначала
words@dsa1974f	@dsa1974f	8.515	8.802	это
words@dsa1974f	@dsa1974f	8.802	9.089	было
words@dsa1974f	@dsa1974f	9.089	9.376	удобней
words@dsa1974f	@dsa1974f	9.376	9.663	/
words@dsa1974f	@dsa1974f	9.663	9.95	по
words@dsa1974f	@dsa1974f	9.95	10.237	метру
words@dsa1974f	@dsa1974f	10.237	10.524	/
words@dsa1974f	@dsa1974f	10.524	10.814	/
words@dsa1974f	@dsa1974f	12.622	12.987	ну
words@dsa1974f	@dsa1974f	12.987	13.352	я
words@dsa1974f	@dsa1974f	13.352	13.717	обычно
words@dsa1974f	@dsa1974f	13.717	14.082	говорю
words@dsa1974f	@dsa1974f	14.082	14.447	так
words@dsa1974f	@dsa1974f	14.447	14.812	/
words@dsa1974f	@dsa1974f	14.812	15.177	аа
words@dsa1974f	@dsa1974f	15.177	15.542	/
words@dsa1974f	@dsa1974f	15.542	15.907	ну
words@dsa1974f	@dsa1974f	15.907	16.272	это
words@dsa1974f	@dsa1974f	16.272	16.637	просто
words@dsa1974f	@dsa1974f	16.637	17.002	рубеж
words@dsa1974f	@dsa1974f	17.002	17.367	я
words@dsa1974f	@dsa1974f	17.367	17.732	к
words@dsa1974f	@dsa1974f	17.732	18.097	нему
words@dsa1974f	@dsa1974f	18.097	18.462	готова
words@dsa1974f	@dsa1974f	18.462	18.827	/
words@dsa1974f	@dsa1974f	18.827	19.192	/
words@dsa1974f	@dsa1974f	19.192	19.557	это
words@dsa1974f	@dsa1974f	19.557	19.922	вообще
words@dsa1974f	@dsa1974f	19.922	20.287	не
words@dsa1974f	@dsa1974f	20.287	20.652	ложится
words@dsa1974f	@dsa1974f	20.652	21.017	никак
words@dsa1974f	@dsa1974f	21.017	21.382	/
words@dsa1974f	@dsa1974f	21.382	21.747	это
words@dsa1974f	@dsa1974f	21.747	22.112	не...
words@dsa1974f	@dsa1974f	22.112	22.477	это
words@dsa1974f	@dsa1974f	22.477	22.842	это
words@dsa1974f	@dsa1974f	22.842	23.207	совершенно
words@dsa1974f	@dsa1974f	23.207	23.572	невозможно
words@dsa1974f	@dsa1974f	23.572	23.937	положить
words@dsa1974f	@dsa1974f	23.937	24.302	на
words@dsa1974f	@dsa1974f	24.302	24.667	аа
words@dsa1974f	@dsa1974f	24.667	25.032	четкий
words@dsa1974f	@dsa1974f	25.032	25.397	ритм
words@dsa1974f	@dsa1974f	25.397	25.762	заданный
words@dsa1974f	@dsa1974f	25.762	26.127	ритм
words@dsa1974f	@dsa1974f	26.127	26.492	той
words@dsa1974f	@dsa1974f	26.492	26.857	же
words@dsa1974f	@dsa1974f	26.857	27.222	песни
words@dsa1974f	@dsa1974f	27.222	27.587	/
words@dsa1974f	@dsa1974f	27.587	27.983	/
words@dsa1974f	@dsa1974f	28.952	29.283	поэтому
words@dsa1974f	@dsa1974f	29.283	29.614	да
words@dsa1974f	@dsa1974f	29.614	29.945	/
words@dsa1974f	@dsa1974f	29.945	30.276	но
words@dsa1974f	@dsa1974f	30.276	30.607	это
words@dsa1974f	@dsa1974f	30.607	30.938	где-то
words@dsa1974f	@dsa1974f	30.938	31.269	в
words@dsa1974f	@dsa1974f	31.269	31.6	де...
words@dsa1974f	@dsa1974f	31.6	31.931	в
words@dsa1974f	@dsa1974f	31.931	32.262	девяносто
words@dsa1974f	@dsa1974f	32.262	32.593	восьмом
words@dsa1974f	@dsa1974f	32.593	32.924	уж
words@dsa1974f	@dsa1974f	32.924	33.255	в
words@dsa1974f	@dsa1974f	33.255	33.586	девяносто
words@dsa1974f	@dsa1974f	33.586	33.917	девятом
words@dsa1974f	@dsa1974f	33.917	34.248	году
words@dsa1974f	@dsa1974f	34.248	34.579	/
words@dsa1974f	@dsa1974f	34.579	34.91	было
words@dsa1974f	@dsa1974f	34.91	35.241	так
words@dsa1974f	@dsa1974f	35.241	35.572	/
words@dsa1974f	@dsa1974f	35.572	35.903	сейчас
words@dsa1974f	@dsa1974f	35.903	36.234	этого
words@dsa1974f	@dsa1974f	36.234	36.565	все
words@dsa1974f	@dsa1974f	36.565	36.896	меньше
words@dsa1974f	@dsa1974f	36.896	37.227	и
words@dsa1974f	@dsa1974f	37.227	37.558	меньше
words@dsa1974f	@dsa1974f	37.558	37.889	ээ
words@dsa1974f	@dsa1974f	37.889	38.22	и
words@dsa1974f	@dsa1974f	38.22	38.551	ммм
words@dsa1974f	@dsa1974f	38.551	38.882	/
words@dsa1974f	@dsa1974f	38.882	39.238	/
words@dsa1974f	@dsa1974f	45.013	45.231	не
words@dsa1974f	@dsa1974f	45.231	45.449	там
words@dsa1974f	@dsa1974f	45.449	45.667	же
words@dsa1974f	@dsa1974f	45.667	45.885	/
words@dsa1974f	@dsa1974f	45.885	46.103	там
words@dsa1974f	@dsa1974f	46.103	46.321	б...
words@dsa1974f	@dsa1974f	46.321	46.539	/
words@dsa1974f	@dsa1974f	46.539	46.757	компиляция
words@dsa1974f	@dsa1974f	46.757	46.975	/
words@dsa1974f	@dsa1974f	46.975	47.197	/
words@dsa1974f	@dsa1974f	47.334	47.546	конечно
words@dsa1974f	@dsa1974f	47.546	47.758	/
words@dsa1974f	@dsa1974f	47.758	47.97	конечно
words@dsa1974f	@dsa1974f	47.97	48.182	/
